name,csv_id,compound_id,protein_a_name,protein_b_name,total_aa,n_protein_a_chains,n_protein_b_chains,total_chains,mg_asym_id,moa_type,af3_ranking_score,af3_mg_chain_iptm
mgtbind_3435,3435,2895,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.853526393,0.91
mgtbind_3436,3436,2896,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.847746304,0.89
mgtbind_3437,3437,2897,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.853806102,0.91
mgtbind_3438,3438,2898,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.852538535,0.91
mgtbind_3439,3439,2899,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.856602601,0.89
mgtbind_3440,3440,2900,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.858177805,0.91
mgtbind_3441,3441,2901,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.864094251,0.92
mgtbind_3442,3442,2902,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.86141654,0.9
mgtbind_3443,3443,2903,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.858576363,0.91
mgtbind_3444,3444,2904,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.866024736,0.9
mgtbind_3445,3445,2905,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.856360636,0.91
mgtbind_3446,3446,2906,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.851977804,0.91
mgtbind_3447,3447,2907,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.866889255,0.92
mgtbind_3448,3448,2908,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.854502044,0.92
mgtbind_3449,3449,2909,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.860285038,0.91
mgtbind_3450,3450,2910,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.858033206,0.93
mgtbind_3451,3451,2911,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.859079376,0.91
mgtbind_3452,3452,2912,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.844354372,0.92
mgtbind_3453,3453,2913,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.857379179,0.92
mgtbind_3454,3454,2914,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.847346417,0.9
mgtbind_3455,3455,2915,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.845372633,0.89
mgtbind_3456,3456,2916,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.840724318,0.91
mgtbind_3457,3457,2917,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.779896811,0.89
mgtbind_3458,3458,2918,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.777029535,0.86
mgtbind_3459,3459,2919,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.750590297,0.86
mgtbind_3460,3460,2920,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.734722252,0.84
mgtbind_3461,3461,2921,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.85074695,0.92
mgtbind_3462,3462,2922,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.853553598,0.92
mgtbind_3463,3463,2923,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.72693532,0.83
mgtbind_3464,3464,2924,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.733791338,0.85
mgtbind_3465,3465,2925,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.8403059,0.91
mgtbind_3466,3466,2926,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.743490539,0.86
mgtbind_3467,3467,2927,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.846704618,0.92
mgtbind_3468,3468,2928,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.852679753,0.92
mgtbind_3469,3469,2929,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.757435601,0.84
mgtbind_3470,3470,2930,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.838950551,0.93
mgtbind_3471,3471,2931,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.83854296,0.92
mgtbind_3472,3472,2932,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.853949448,0.91
mgtbind_3473,3473,2933,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.837943045,0.9
mgtbind_3474,3474,2934,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.841652636,0.91
mgtbind_3475,3475,2935,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.861754226,0.91
mgtbind_3476,3476,2936,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.854791871,0.91
mgtbind_3477,3477,2937,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.844610257,0.91
mgtbind_3478,3478,2938,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.85482549,0.92
mgtbind_3479,3479,2939,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.849746945,0.92
mgtbind_3480,3480,2940,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.846291386,0.91
mgtbind_3481,3481,2941,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.802828426,0.88
mgtbind_3482,3482,2942,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.832126379,0.91
mgtbind_3483,3483,2943,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.719579703,0.81
mgtbind_3484,3484,2944,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.831702076,0.91
mgtbind_3485,3485,2945,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.847541137,0.92
mgtbind_3486,3486,2946,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.839771855,0.91
mgtbind_3487,3487,2947,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.832864809,0.92
mgtbind_3488,3488,2948,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.82762342,0.89
mgtbind_3489,3489,2949,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.853591708,0.91
mgtbind_3490,3490,2950,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.830399921,0.89
mgtbind_3491,3491,2951,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.75281977,0.84
mgtbind_3492,3492,2952,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.720773759,0.84
mgtbind_3493,3493,2953,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.754361138,0.85
mgtbind_3494,3494,2954,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.817213295,0.9
mgtbind_3495,3495,2955,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.747984154,0.86
mgtbind_3496,3496,2956,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.846166314,0.92
mgtbind_3497,3497,2957,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.850630727,0.92
mgtbind_3498,3498,2958,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.744205828,0.85
mgtbind_3499,3499,2959,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.80770628,0.89
mgtbind_3500,3500,2960,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.750850743,0.85
mgtbind_3501,3501,2961,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.746608348,0.85
mgtbind_3502,3502,2962,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.854419561,0.92
mgtbind_3503,3503,2963,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.822829454,0.93
mgtbind_3504,3504,2964,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.849156222,0.91
mgtbind_3505,3505,2965,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.847485456,0.92
mgtbind_3506,3506,2966,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.853213118,0.91
mgtbind_3507,3507,2967,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.850643094,0.93
mgtbind_3508,3508,2968,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.849451404,0.91
mgtbind_3509,3509,2969,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.853627828,0.91
mgtbind_3510,3510,2970,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.828253765,0.92
mgtbind_3511,3511,2971,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.840675229,0.92
mgtbind_3512,3512,2972,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.839848714,0.93
mgtbind_3513,3513,2973,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.850323927,0.91
mgtbind_3514,3514,2974,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.8403824,0.9
mgtbind_3515,3515,2975,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.82168155,0.91
mgtbind_3516,3516,2976,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.836116877,0.92
mgtbind_3517,3517,2977,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.826808434,0.9
mgtbind_3518,3518,2978,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.862523982,0.91
mgtbind_3519,3519,2979,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.83172429,0.91
mgtbind_3520,3520,2980,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.824940556,0.9
mgtbind_3521,3521,2981,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.820373283,0.9
mgtbind_3522,3522,2982,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.58023924,0.51
mgtbind_3523,3523,2983,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.831425579,0.91
mgtbind_3524,3524,2984,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.740746585,0.82
mgtbind_3525,3525,2985,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.562735786,0.52
mgtbind_3526,3526,2986,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.557683764,0.52
mgtbind_3527,3527,2987,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.556133199,0.52
mgtbind_3528,3528,2988,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.548282125,0.5
mgtbind_3529,3529,2989,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.528185596,0.49
mgtbind_3530,3530,2990,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.560473568,0.56
mgtbind_3531,3531,2991,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.8276549,0.93
mgtbind_3532,3532,2992,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.841077637,0.91
mgtbind_3533,3533,2993,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.813872704,0.92
mgtbind_3534,3534,2994,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.821092659,0.93
mgtbind_3535,3535,2995,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.795714624,0.88
mgtbind_3536,3536,2996,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.834869209,0.91
mgtbind_3537,3537,2997,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.72327869,0.84
mgtbind_3538,3538,2998,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.772462484,0.88
mgtbind_3539,3539,2999,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.576648681,0.64
mgtbind_3540,3540,3000,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.567675057,0.49
mgtbind_3541,3541,3001,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.81936074,0.92
mgtbind_3542,3542,3002,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.691732252,0.77
mgtbind_3543,3543,3003,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.57323061,0.61
mgtbind_3544,3544,3004,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.837426522,0.93
mgtbind_3545,3545,3005,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.811396899,0.92
mgtbind_3546,3546,3006,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.818853511,0.91
mgtbind_3547,3547,3007,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.649667444,0.73
mgtbind_3548,3548,3008,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.828431183,0.93
mgtbind_3549,3549,3009,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.835305071,0.93
mgtbind_3550,3550,3010,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.676704405,0.79
mgtbind_3551,3551,3011,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.836424618,0.93
mgtbind_3552,3552,3012,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.76795474,0.9
mgtbind_3553,3553,3013,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.601755563,0.76
mgtbind_3554,3554,3014,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.742424999,0.86
mgtbind_3555,3555,3015,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.836796437,0.94
mgtbind_3556,3556,3016,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.79407152,0.9
mgtbind_3557,3557,3017,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.680097845,0.75
mgtbind_3558,3558,3018,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.823650623,0.92
mgtbind_3559,3559,3019,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.576069124,0.62
mgtbind_3560,3560,3020,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.753623876,0.85
mgtbind_3561,3561,3021,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.747335124,0.85
mgtbind_3562,3562,3022,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.790724894,0.87
mgtbind_3563,3563,3023,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.820894182,0.92
mgtbind_3564,3564,3024,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.74377362,0.82
mgtbind_3565,3565,3025,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.696170497,0.78
mgtbind_3566,3566,3026,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.730367176,0.8
mgtbind_3567,3567,3027,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.826961716,0.94
mgtbind_3568,3568,3028,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.826434769,0.92
mgtbind_3569,3569,3029,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.811190408,0.89
mgtbind_3570,3570,3030,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.826956362,0.92
mgtbind_3571,3571,3031,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.820974969,0.92
mgtbind_3572,3572,3032,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.802560146,0.9
mgtbind_3573,3573,3033,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.815075422,0.92
mgtbind_3574,3574,3034,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.825982348,0.92
mgtbind_3575,3575,3035,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.815812941,0.92
mgtbind_3576,3576,3036,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.824053617,0.93
mgtbind_3577,3577,3037,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.827886116,0.93
mgtbind_3578,3578,3038,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.827888139,0.9
mgtbind_3579,3579,3039,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.747746058,0.87
mgtbind_3580,3580,3040,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.8405263,0.93
mgtbind_3581,3581,3041,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.822520621,0.91
mgtbind_3582,3582,3042,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.836188699,0.94
mgtbind_3583,3583,3043,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.527577887,0.49
mgtbind_3584,3584,3044,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.81866911,0.88
mgtbind_3585,3585,3045,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.821278554,0.91
mgtbind_3586,3586,3046,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.80728864,0.89
mgtbind_3587,3587,3047,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.835448639,0.92
mgtbind_3588,3588,3048,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.820619382,0.91
mgtbind_3589,3589,3049,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.734074606,0.84
mgtbind_3590,3590,3050,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.836527838,0.93
mgtbind_3591,3591,3051,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.813618003,0.91
mgtbind_3592,3592,3052,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.75718018,0.88
mgtbind_3593,3593,3053,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.79550545,0.9
mgtbind_3594,3594,3054,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.811642145,0.91
mgtbind_3595,3595,3055,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.676675977,0.79
mgtbind_3596,3596,3056,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.830059362,0.88
mgtbind_3597,3597,3057,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.848715541,0.91
mgtbind_3598,3598,3058,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.577244036,0.53
mgtbind_3599,3599,3059,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.851623316,0.95
mgtbind_3600,3600,3060,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.841815823,0.94
mgtbind_3601,3601,3061,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.561022804,0.5
mgtbind_3602,3602,3062,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.565713048,0.5
mgtbind_3603,3603,3063,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.846481987,0.93
mgtbind_3604,3604,3064,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.850264731,0.91
mgtbind_3605,3605,3065,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.848087161,0.93
mgtbind_3606,3606,3066,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.748660546,0.87
mgtbind_3607,3607,3067,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.831249649,0.92
mgtbind_3608,3608,3068,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.799885047,0.9
mgtbind_3609,3609,3069,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.814030241,0.87
mgtbind_3610,3610,3070,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.715472053,0.81
mgtbind_3611,3611,3071,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.818559043,0.91
mgtbind_3612,3612,3072,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.834289355,0.93
mgtbind_3613,3613,3073,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.825451022,0.93
mgtbind_3614,3614,3074,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.840785626,0.93
mgtbind_3615,3615,3075,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.835097223,0.93
mgtbind_3616,3616,3076,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.826030795,0.92
mgtbind_3617,3617,3077,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.588372346,0.63
mgtbind_3618,3618,3078,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.587029533,0.53
mgtbind_3619,3619,3079,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.824845454,0.89
mgtbind_3620,3620,3081,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.833447011,0.92
mgtbind_3621,3621,3082,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.831216478,0.91
mgtbind_3622,3622,3083,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.810582293,0.88
mgtbind_3623,3623,3084,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.782259008,0.88
mgtbind_3624,3624,3085,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.832461094,0.91
mgtbind_3625,3625,3086,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.822926131,0.88
mgtbind_3626,3626,3087,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.80887761,0.9
mgtbind_3627,3627,3089,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.806393694,0.91
mgtbind_3628,3628,3090,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.739377317,0.85
mgtbind_3629,3629,3091,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.822235596,0.9
mgtbind_3630,3630,3092,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.735491046,0.83
mgtbind_3631,3631,3093,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.548745666,0.48
mgtbind_3632,3632,3094,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.827474998,0.9
mgtbind_3633,3633,3095,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.825463062,0.91
mgtbind_3634,3634,3096,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.83107965,0.91
mgtbind_3635,3635,3097,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.818994007,0.89
mgtbind_3636,3636,3098,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.860363699,0.93
mgtbind_3637,3637,3099,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.868791014,0.94
mgtbind_3638,3638,3100,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.735300418,0.84
mgtbind_3639,3639,3101,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.735934271,0.84
mgtbind_3640,3640,3102,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.680811387,0.8
mgtbind_3641,3641,3103,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.798236664,0.89
mgtbind_3642,3642,3104,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.831916217,0.94
mgtbind_3643,3643,3105,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.776546716,0.87
mgtbind_3644,3644,3106,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.868925937,0.94
mgtbind_3645,3645,3107,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.604800685,0.78
mgtbind_3646,3646,3108,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.803153437,0.91
mgtbind_3647,3647,3109,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.539487547,0.47
mgtbind_3648,3648,3110,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.593327853,0.64
mgtbind_3649,3649,3111,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.568927269,0.5
mgtbind_3650,3650,3112,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.590797259,0.66
mgtbind_3651,3651,3113,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.732045932,0.84
mgtbind_3652,3652,3114,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.72150554,0.82
mgtbind_3653,3653,3115,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.742187668,0.87
mgtbind_3654,3654,3116,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.741129775,0.83
mgtbind_3655,3655,3117,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.745200375,0.83
mgtbind_3656,3656,3118,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.730877487,0.84
mgtbind_3657,3657,3119,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.834154244,0.92
mgtbind_3658,3658,3120,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.788742943,0.89
mgtbind_3659,3659,3121,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.717497491,0.83
mgtbind_3660,3660,3122,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.705105927,0.82
mgtbind_3661,3661,3123,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.730218064,0.84
mgtbind_3662,3662,3124,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.735755036,0.85
mgtbind_3663,3663,3125,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.579834424,0.48
mgtbind_3664,3664,3126,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.785035655,0.87
mgtbind_3665,3665,3127,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.803584425,0.89
mgtbind_3666,3666,3128,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.821659492,0.91
mgtbind_3667,3667,3129,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.740566355,0.84
mgtbind_3668,3668,3130,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.668186082,0.79
mgtbind_3669,3669,3131,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.734793241,0.82
mgtbind_3670,3670,3132,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.787879201,0.91
mgtbind_3671,3671,3133,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.591431228,0.54
mgtbind_3672,3672,3134,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.588615072,0.77
mgtbind_3673,3673,3135,CRBN,ELAVL1,768,1,1,3,2,heterodimerization-degradative,0.770547794,0.88
